"","State","Year","Eviction","Crime","Unempl","Ch_Evict","Ch_Crime","Ch_Unempl","lag_Crime","lag_Unempl","lag_Evict","Time"
"613","Virginia",2012,5.47,191.5,6.1,-0.3,-6.1,-0.5,197.6,6.6,5.77,13
"614","Virginia",2013,5.64,197.8,5.7,0.17,6.3,-0.4,191.5,6.1,5.47,14
"615","Virginia",2014,5.57,196.2,5.2,-0.07,-1.6,-0.5,197.8,5.7,5.64,15
"616","West Virginia",2000,0.47,316.5,5.2,NA,NA,NA,NA,NA,NA,1
"617","West Virginia",2001,2,279.6,6.3,1.53,-36.9,1.1,316.5,5.2,0.47,2
"618","West Virginia",2002,1.3,233.9,7.4,-0.7,-45.7,1.1,279.6,6.3,2,3
"619","West Virginia",2003,1.96,255.4,7.4,0.66,21.5,0,233.9,7.4,1.3,4
"620","West Virginia",2004,2.06,281.9,6.3,0.1,26.5,-1.1,255.4,7.4,1.96,5
"621","West Virginia",2005,2.01,274,5.6,-0.05,-7.9,-0.7,281.9,6.3,2.06,6
"622","West Virginia",2006,2.32,281.2,5,0.31,7.2,-0.6,274,5.6,2.01,7
"623","West Virginia",2007,3.18,276.8,4.7,0.86,-4.4,-0.3,281.2,5,2.32,8
"624","West Virginia",2008,3.35,275.9,5.4,0.17,-0.9,0.7,276.8,4.7,3.18,9
"625","West Virginia",2009,3.61,305.2,9.2,0.26,29.3,3.8,275.9,5.4,3.35,10
"626","West Virginia",2010,3.63,301.2,10,0.02,-4,0.8,305.2,9.2,3.61,11
"627","West Virginia",2011,3.88,296.3,9.3,0.25,-4.9,-0.7,301.2,10,3.63,12
"628","West Virginia",2012,3.89,320.1,8.1,0.01,23.8,-1.2,296.3,9.3,3.88,13
"629","West Virginia",2013,3.88,305.2,7,-0.01,-14.9,-1.1,320.1,8.1,3.89,14
"630","West Virginia",2014,3.75,302,6.1,-0.13,-3.2,-0.9,305.2,7,3.88,15
"631","Washington ",2000,1.44,369.7,5.5,NA,NA,NA,NA,NA,NA,1
"632","Washington ",2001,1.21,354.7,5,-0.23,-15,-0.5,369.7,5.5,1.44,2
"633","Washington ",2002,1.06,345.5,5.9,-0.15,-9.2,0.9,354.7,5,1.21,3
"634","Washington ",2003,1.31,346.9,6,0.25,1.4,0.1,345.5,5.9,1.06,4
"635","Washington ",2004,1.38,343.6,5.3,0.07,-3.3,-0.7,346.9,6,1.31,5
"636","Washington ",2005,1.45,346,5.1,0.07,2.4,-0.2,343.6,5.3,1.38,6
"637","Washington ",2006,1.28,348.7,4.9,-0.17,2.7,-0.2,346,5.1,1.45,7
"638","Washington ",2007,1.1,336.5,4.6,-0.18,-12.2,-0.3,348.7,4.9,1.28,8
"639","Washington ",2008,0.93,334.2,4.3,-0.17,-2.3,-0.3,336.5,4.6,1.1,9
"640","Washington ",2009,0.87,336.3,7.7,-0.06,2.1,3.4,334.2,4.3,0.93,10
"641","Washington ",2010,0.94,313.5,8.7,0.07,-22.8,1,336.3,7.7,0.87,11
"642","Washington ",2011,0.92,295.3,8.1,-0.02,-18.2,-0.6,313.5,8.7,0.94,12
"643","Washington ",2012,0.94,298.1,7.5,0.02,2.8,-0.6,295.3,8.1,0.92,13
"644","Washington ",2013,0.93,290,6.8,-0.01,-8.1,-0.7,298.1,7.5,0.94,14
"645","Washington ",2014,0.8,285.2,6.6,-0.13,-4.8,-0.2,290,6.8,0.93,15
"646","Wisconsin",2000,3.18,236.8,3.5,NA,NA,NA,NA,NA,NA,1
"647","Wisconsin",2001,2.78,231,4.5,-0.4,-5.8,1,236.8,3.5,3.18,2
"648","Wisconsin",2002,2.2,225,5.4,-0.58,-6,0.9,231,4.5,2.78,3
"649","Wisconsin",2003,2.9,221.1,5.7,0.7,-3.9,0.3,225,5.4,2.2,4
"650","Wisconsin",2004,3.61,209.8,5,0.71,-11.3,-0.7,221.1,5.7,2.9,5
"651","Wisconsin",2005,2.85,242,4.7,-0.76,32.2,-0.3,209.8,5,3.61,6
"652","Wisconsin",2006,2.75,286.1,4.7,-0.1,44.1,0,242,4.7,2.85,7
"653","Wisconsin",2007,2.32,291.5,4.9,-0.43,5.4,0.2,286.1,4.7,2.75,8
"654","Wisconsin",2008,2.32,275.5,4.9,0,-16,0,291.5,4.9,2.32,9
"655","Wisconsin",2009,2.16,259.1,8.6,-0.16,-16.4,3.7,275.5,4.9,2.32,10
"656","Wisconsin",2010,2.09,248.9,8.7,-0.07,-10.2,0.1,259.1,8.6,2.16,11
"657","Wisconsin",2011,2.15,249.9,7.8,0.06,1,-0.9,248.9,8.7,2.09,12
"658","Wisconsin",2012,2.14,283.9,7,-0.01,34,-0.8,249.9,7.8,2.15,13
"659","Wisconsin",2013,2.1,280.7,6.7,-0.04,-3.2,-0.3,283.9,7,2.14,14
"660","Wisconsin",2014,2.11,290.3,5.4,0.01,9.6,-1.3,280.7,6.7,2.1,15
"661","Wyoming",2000,0.11,266.5,3.9,NA,NA,NA,NA,NA,NA,1
"662","Wyoming",2001,0.09,257.6,3.8,-0.02,-8.9,-0.1,266.5,3.9,0.11,2
"663","Wyoming",2002,0.19,273.4,4,0.1,15.8,0.2,257.6,3.8,0.09,3
"664","Wyoming",2003,0.74,261.7,4.3,0.55,-11.7,0.3,273.4,4,0.19,4
"665","Wyoming",2004,0.98,229.9,3.8,0.24,-31.8,-0.5,261.7,4.3,0.74,5
"666","Wyoming",2005,1.05,230,3.6,0.07,0.1,-0.2,229.9,3.8,0.98,6
"667","Wyoming",2006,0.93,253.8,3.2,-0.12,23.8,-0.4,230,3.6,1.05,7
"668","Wyoming",2007,0.8,257.1,2.8,-0.13,3.3,-0.4,253.8,3.2,0.93,8
"669","Wyoming",2008,0.67,249.7,3.1,-0.13,-7.4,0.3,257.1,2.8,0.8,9
"670","Wyoming",2009,0.75,219.7,6.3,0.08,-30,3.2,249.7,3.1,0.67,10
"671","Wyoming",2010,0.24,197.9,6.4,-0.51,-21.8,0.1,219.7,6.3,0.75,11
"672","Wyoming",2011,0.24,219.4,5.8,0,21.5,-0.6,197.9,6.4,0.24,12
"673","Wyoming",2012,0.17,201.3,5.3,-0.07,-18.1,-0.5,219.4,5.8,0.24,13
"674","Wyoming",2013,0.22,207.8,4.7,0.05,6.5,-0.6,201.3,5.3,0.17,14
"675","Wyoming",2014,0.23,195.5,4.1,0.01,-12.3,-0.6,207.8,4.7,0.22,15
"676","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
