"","State","Year","Eviction","Crime","Unempl","Ch_Evict","Ch_Crime","Ch_Unempl","lag_Crime","lag_Unempl","lag_Evict","Time"
"330","Missouri",2014,3.27,442.9,6.1,-0.23,9.2,-0.6,433.7,6.7,3.5,15
"331","Montana",2000,0.44,311.1,5,NA,NA,NA,NA,NA,NA,1
"332","Montana",2001,0.38,352,4.5,-0.06,40.9,-0.5,311.1,5,0.44,2
"333","Montana",2002,0.5,351.2,4.4,0.12,-0.8,-0.1,352,4.5,0.38,3
"334","Montana",2003,0.65,365,4.7,0.15,13.8,0.3,351.2,4.4,0.5,4
"335","Montana",2004,0.69,293.8,4.8,0.04,-71.2,0.1,365,4.7,0.65,5
"336","Montana",2005,0.8,282,4.4,0.11,-11.8,-0.4,293.8,4.8,0.69,6
"337","Montana",2006,0.72,377.3,3.5,-0.08,95.3,-0.9,282,4.4,0.8,7
"338","Montana",2007,0.7,379.8,3.6,-0.02,2.5,0.1,377.3,3.5,0.72,8
"339","Montana",2008,0.71,311.4,5.1,0.01,-68.4,1.5,379.8,3.6,0.7,9
"340","Montana",2009,0.69,287,6.8,-0.02,-24.4,1.7,311.4,5.1,0.71,10
"341","Montana",2010,0.7,275.8,7.3,0.01,-11.2,0.5,287,6.8,0.69,11
"342","Montana",2011,0.71,276.1,6.9,0.01,0.3,-0.4,275.8,7.3,0.7,12
"343","Montana",2012,0.74,278.8,6,0.03,2.7,-0.9,276.1,6.9,0.71,13
"344","Montana",2013,0.81,288.1,5.4,0.07,9.3,-0.6,278.8,6,0.74,14
"345","Montana",2014,0.9,323.7,4.7,0.09,35.6,-0.7,288.1,5.4,0.81,15
"346","Nebraska",2000,2,327.6,2.8,NA,NA,NA,NA,NA,NA,1
"347","Nebraska",2001,2.42,303.1,3.1,0.42,-24.5,0.3,327.6,2.8,2,2
"348","Nebraska",2002,2.44,314.2,3.6,0.02,11.1,0.5,303.1,3.1,2.42,3
"349","Nebraska",2003,2.36,293.8,3.9,-0.08,-20.4,0.3,314.2,3.6,2.44,4
"350","Nebraska",2004,2.43,308.6,3.9,0.07,14.8,0,293.8,3.9,2.36,5
"351","Nebraska",2005,2.48,287,3.8,0.05,-21.6,-0.1,308.6,3.9,2.43,6
"352","Nebraska",2006,2.59,293.9,3.1,0.11,6.9,-0.7,287,3.8,2.48,7
"353","Nebraska",2007,2.58,311.3,3,-0.01,17.4,-0.1,293.9,3.1,2.59,8
"354","Nebraska",2008,2.54,312.3,3.3,-0.04,1,0.3,311.3,3,2.58,9
"355","Nebraska",2009,2.35,289.4,4.6,-0.19,-22.9,1.3,312.3,3.3,2.54,10
"356","Nebraska",2010,2.32,278.3,4.6,-0.03,-11.1,0,289.4,4.6,2.35,11
"357","Nebraska",2011,2.2,253.6,4.4,-0.12,-24.7,-0.2,278.3,4.6,2.32,12
"358","Nebraska",2012,2.11,258.8,4,-0.09,5.2,-0.4,253.6,4.4,2.2,13
"359","Nebraska",2013,2.18,264.8,3.8,0.07,6,-0.2,258.8,4,2.11,14
"360","Nebraska",2014,2.24,280.4,3.3,0.06,15.6,-0.5,264.8,3.8,2.18,15
"361","Nevada",2000,7.25,524.2,4.2,NA,NA,NA,NA,NA,NA,1
"362","Nevada",2001,6.73,589.2,5.2,-0.52,65,1,524.2,4.2,7.25,2
"363","Nevada",2002,6.53,639.3,5.6,-0.2,50.1,0.4,589.2,5.2,6.73,3
"364","Nevada",2003,7.11,616,5.1,0.58,-23.3,-0.5,639.3,5.6,6.53,4
"365","Nevada",2004,6.89,616.4,4.3,-0.22,0.4,-0.8,616,5.1,7.11,5
"366","Nevada",2005,7.3,608,4.1,0.41,-8.4,-0.2,616.4,4.3,6.89,6
"367","Nevada",2006,7.38,748.8,4,0.08,140.8,-0.1,608,4.1,7.3,7
"368","Nevada",2007,6.57,754.9,4.5,-0.81,6.1,0.5,748.8,4,7.38,8
"369","Nevada",2008,5.85,729.7,6.7,-0.72,-25.2,2.2,754.9,4.5,6.57,9
"370","Nevada",2009,4.91,705.2,11.3,-0.94,-24.5,4.6,729.7,6.7,5.85,10
"371","Nevada",2010,4.69,663,13.5,-0.22,-42.2,2.2,705.2,11.3,4.91,11
"372","Nevada",2011,4.96,568.1,13,0.27,-94.9,-0.5,663,13.5,4.69,12
"373","Nevada",2012,6.32,608.6,11.2,1.36,40.5,-1.8,568.1,13,4.96,13
"374","Nevada",2013,6.17,605,9.6,-0.15,-3.6,-1.6,608.6,11.2,6.32,14
"375","Nevada",2014,4.49,635.6,7.9,-1.68,30.6,-1.7,605,9.6,6.17,15
"376","New Hampshire",2000,NA,175.4,2.7,NA,NA,NA,NA,NA,NA,1
"377","New Hampshire",2001,NA,170.2,3.4,NA,-5.2,0.7,175.4,2.7,NA,2
"378","New Hampshire",2002,NA,161.3,4.5,NA,-8.9,1.1,170.2,3.4,NA,3
"379","New Hampshire",2003,NA,150.3,4.3,NA,-11,-0.2,161.3,4.5,NA,4
"380","New Hampshire",2004,1.2,169.5,3.8,NA,19.2,-0.5,150.3,4.3,NA,5
"381","New Hampshire",2005,1.62,135,3.6,0.42,-34.5,-0.2,169.5,3.8,1.2,6
"382","New Hampshire",2006,2.5,138.8,3.4,0.88,3.8,-0.2,135,3.6,1.62,7
"383","New Hampshire",2007,2.62,144.1,3.5,0.12,5.3,0.1,138.8,3.4,2.5,8
"384","New Hampshire",2008,3.02,156.1,3.9,0.4,12,0.4,144.1,3.5,2.62,9
"385","New Hampshire",2009,2.27,160.4,6.2,-0.75,4.3,2.3,156.1,3.9,3.02,10
"386","New Hampshire",2010,1.89,167.4,5.8,-0.38,7,-0.4,160.4,6.2,2.27,11
"387","New Hampshire",2011,1.74,217.3,5.4,-0.15,49.9,-0.4,167.4,5.8,1.89,12
"388","New Hampshire",2012,1.35,215,5.5,-0.39,-2.3,0.1,217.3,5.4,1.74,13
"389","New Hampshire",2013,1.92,223.2,5.1,0.57,8.2,-0.4,215,5.5,1.35,14
"390","New Hampshire",2014,2.17,196.1,4.3,0.25,-27.1,-0.8,223.2,5.1,1.92,15
"391","New Jersey",2000,NA,383.8,3.7,NA,NA,NA,NA,NA,NA,1
"392","New Jersey",2001,2.3,388.8,4.3,NA,5,0.6,383.8,3.7,NA,2
"393","New Jersey",2002,2.13,376.1,5.8,-0.17,-12.7,1.5,388.8,4.3,2.3,3
"394","New Jersey",2003,2.15,364.3,5.8,0.02,-11.8,0,376.1,5.8,2.13,4
"395","New Jersey",2004,0.44,356.3,4.8,-1.71,-8,-1,364.3,5.8,2.15,5
"396","New Jersey",2005,0.03,355,4.5,-0.41,-1.3,-0.3,356.3,4.8,0.44,6
"397","New Jersey",2006,0.93,350.2,4.7,0.9,-4.8,0.2,355,4.5,0.03,7
"398","New Jersey",2007,1.97,328.6,4.3,1.04,-21.6,-0.4,350.2,4.7,0.93,8
"399","New Jersey",2008,1.92,326.5,5.3,-0.05,-2.1,1,328.6,4.3,1.97,9
"400","New Jersey",2009,1.94,311.4,9.1,0.02,-15.1,3.8,326.5,5.3,1.92,10
"401","New Jersey",2010,1.2,307.5,9.5,-0.74,-3.9,0.4,311.4,9.1,1.94,11
"402","New Jersey",2011,1.21,307.9,9.3,0.01,0.4,-0.2,307.5,9.5,1.2,12
"403","New Jersey",2012,1.16,290.1,9.3,-0.05,-17.8,0,307.9,9.3,1.21,13
"404","New Jersey",2013,1.17,288.9,8.2,0.01,-1.2,-1.1,290.1,9.3,1.16,14
"405","New Jersey",2014,1.1,261.2,6.8,-0.07,-27.7,-1.4,288.9,8.2,1.17,15
"406","New Mexico",2000,4.92,757.9,4.9,NA,NA,NA,NA,NA,NA,1
"407","New Mexico",2001,4.97,780.4,4.9,0.05,22.5,0,757.9,4.9,4.92,2
"408","New Mexico",2002,3.92,740.7,5.5,-1.05,-39.7,0.6,780.4,4.9,4.97,3
"409","New Mexico",2003,3.79,667.3,5.9,-0.13,-73.4,0.4,740.7,5.5,3.92,4
"410","New Mexico",2004,3.62,687.4,5.5,-0.17,20.1,-0.4,667.3,5.9,3.79,5
"411","New Mexico",2005,3.98,646,5.1,0.36,-41.4,-0.4,687.4,5.5,3.62,6
"412","New Mexico",2006,4.52,654.7,4.2,0.54,8.7,-0.9,646,5.1,3.98,7
"413","New Mexico",2007,4.59,675.7,3.8,0.07,21,-0.4,654.7,4.2,4.52,8
"414","New Mexico",2008,4.15,653.5,4.5,-0.44,-22.2,0.7,675.7,3.8,4.59,9
"415","New Mexico",2009,4.26,632.4,7.5,0.11,-21.1,3,653.5,4.5,4.15,10
"416","New Mexico",2010,4.05,588,8.1,-0.21,-44.4,0.6,632.4,7.5,4.26,11
"417","New Mexico",2011,3.84,572.7,7.5,-0.21,-15.3,-0.6,588,8.1,4.05,12
"418","New Mexico",2012,3.95,559.6,7.1,0.11,-13.1,-0.4,572.7,7.5,3.84,13
"419","New Mexico",2013,4.05,622.5,6.9,0.1,62.9,-0.2,559.6,7.1,3.95,14
"420","New Mexico",2014,3.79,597.4,6.7,-0.26,-25.1,-0.2,622.5,6.9,4.05,15
"421","New York",2000,2,553.9,4.5,NA,NA,NA,NA,NA,NA,1
"422","New York",2001,1.89,513.6,4.8,-0.11,-40.3,0.3,553.9,4.5,2,2
"423","New York",2002,1.88,496.6,6.1,-0.01,-17,1.3,513.6,4.8,1.89,3
"424","New York",2003,1.87,465.8,6.4,-0.01,-30.8,0.3,496.6,6.1,1.88,4
"425","New York",2004,1.84,440.4,5.8,-0.03,-25.4,-0.6,465.8,6.4,1.87,5
"426","New York",2005,1.99,444,5,0.15,3.6,-0.8,440.4,5.8,1.84,6
"427","New York",2006,2.7,435.2,4.5,0.71,-8.8,-0.5,444,5,1.99,7
"428","New York",2007,1.5,414.4,4.6,-1.2,-20.8,0.1,435.2,4.5,2.7,8
"429","New York",2008,2.06,397.9,5.4,0.56,-16.5,0.8,414.4,4.6,1.5,9
"430","New York",2009,1.45,384.4,8.3,-0.61,-13.5,2.9,397.9,5.4,2.06,10
"431","New York",2010,1.3,394.4,8.6,-0.15,10,0.3,384.4,8.3,1.45,11
"432","New York",2011,0.13,397.2,8.3,-1.17,2.8,-0.3,394.4,8.6,1.3,12
"433","New York",2012,0.58,406.3,8.5,0.45,9.1,0.2,397.2,8.3,0.13,13
"434","New York",2013,0.48,393.8,7.7,-0.1,-12.5,-0.8,406.3,8.5,0.58,14
"435","New York",2014,0.79,381.8,6.3,0.31,-12,-1.4,393.8,7.7,0.48,15
"436","North Carolina",2000,5.67,497.6,3.7,NA,NA,NA,NA,NA,NA,1
"437","North Carolina",2001,3.79,493.1,5.5,-1.88,-4.5,1.8,497.6,3.7,5.67,2
"438","North Carolina",2002,3.33,471,6.6,-0.46,-22.1,1.1,493.1,5.5,3.79,3
"439","North Carolina",2003,3.08,454.1,6.4,-0.25,-16.9,-0.2,471,6.6,3.33,4
"440","North Carolina",2004,5.03,447.8,5.5,1.95,-6.3,-0.9,454.1,6.4,3.08,5
"441","North Carolina",2005,4.9,469,5.2,-0.13,21.2,-0.3,447.8,5.5,5.03,6
"442","North Carolina",2006,4.87,475.2,4.7,-0.03,6.2,-0.5,469,5.2,4.9,7
"443","North Carolina",2007,5.82,466.1,4.7,0.95,-9.1,0,475.2,4.7,4.87,8
"444","North Carolina",2008,6.4,467.6,6.1,0.58,1.5,1.4,466.1,4.7,5.82,9
"445","North Carolina",2009,5.91,404.5,10.6,-0.49,-63.1,4.5,467.6,6.1,6.4,10
"446","North Carolina",2010,5.68,362.7,10.9,-0.23,-41.8,0.3,404.5,10.6,5.91,11
"447","North Carolina",2011,5.26,346.3,10.3,-0.42,-16.4,-0.6,362.7,10.9,5.68,12
"448","North Carolina",2012,4.67,353.5,9.3,-0.59,7.2,-1,346.3,10.3,5.26,13
"449","North Carolina",2013,4.43,341,8,-0.24,-12.5,-1.3,353.5,9.3,4.67,14
"450","North Carolina",2014,4.66,329.5,6.3,0.23,-11.5,-1.7,341,8,4.43,15
"451","Ohio",2000,2.13,334.1,4,NA,NA,NA,NA,NA,NA,1
"452","Ohio",2001,2.79,351.4,4.3,0.66,17.3,0.3,334.1,4,2.13,2
"453","Ohio",2002,3.59,351.7,5.7,0.8,0.3,1.4,351.4,4.3,2.79,3
"454","Ohio",2003,3.63,333.9,6.2,0.04,-17.8,0.5,351.7,5.7,3.59,4
"455","Ohio",2004,3.84,338.7,6.3,0.21,4.8,0.1,333.9,6.2,3.63,5
"456","Ohio",2005,3.82,350,5.9,-0.02,11.3,-0.4,338.7,6.3,3.84,6
"457","Ohio",2006,3.72,361.5,5.4,-0.1,11.5,-0.5,350,5.9,3.82,7
"458","Ohio",2007,3.54,355.4,5.6,-0.18,-6.1,0.2,361.5,5.4,3.72,8
"459","Ohio",2008,3.94,352,6.4,0.4,-3.4,0.8,355.4,5.6,3.54,9
"460","Ohio",2009,3.58,331.9,10.3,-0.36,-20.1,3.9,352,6.4,3.94,10
"461","Ohio",2010,3.59,314.7,10.3,0.01,-17.2,0,331.9,10.3,3.58,11
"462","Ohio",2011,4.02,305.2,8.8,0.43,-9.5,-1.5,314.7,10.3,3.59,12
"463","Ohio",2012,3.91,301.5,7.4,-0.11,-3.7,-1.4,305.2,8.8,4.02,13
"464","Ohio",2013,3.83,291.4,7.5,-0.08,-10.1,0.1,301.5,7.4,3.91,14
"465","Ohio",2014,3.39,284.9,5.8,-0.44,-6.5,-1.7,291.4,7.5,3.83,15
"466","Oklahoma",2000,2.33,497.8,3,NA,NA,NA,NA,NA,NA,1
"467","Oklahoma",2001,3.6,510.9,3.7,1.27,13.1,0.7,497.8,3,2.33,2
"468","Oklahoma",2002,3.95,504,4.7,0.35,-6.9,1,510.9,3.7,3.6,3
"469","Oklahoma",2003,4.11,506.4,5.5,0.16,2.4,0.8,504,4.7,3.95,4
"470","Oklahoma",2004,4.38,500.5,4.9,0.27,-5.9,-0.6,506.4,5.5,4.11,5
"471","Oklahoma",2005,4.58,509,4.5,0.2,8.5,-0.4,500.5,4.9,4.38,6
"472","Oklahoma",2006,4.7,500.2,4,0.12,-8.8,-0.5,509,4.5,4.58,7
"473","Oklahoma",2007,4.3,504.1,4.1,-0.4,3.9,0.1,500.2,4,4.7,8
"474","Oklahoma",2008,4.3,531.5,3.7,0,27.4,-0.4,504.1,4.1,4.3,9
"475","Oklahoma",2009,3.69,503.4,6.4,-0.61,-28.1,2.7,531.5,3.7,4.3,10
"476","Oklahoma",2010,3.67,481.4,6.8,-0.02,-22,0.4,503.4,6.4,3.69,11
"477","Oklahoma",2011,3.75,457.5,5.9,0.08,-23.9,-0.9,481.4,6.8,3.67,12
"478","Oklahoma",2012,2.8,474.4,5.2,-0.95,16.9,-0.7,457.5,5.9,3.75,13
"479","Oklahoma",2013,3.55,446.1,5.3,0.75,-28.3,0.1,474.4,5.2,2.8,14
"480","Oklahoma",2014,3.87,406,4.5,0.32,-40.1,-0.8,446.1,5.3,3.55,15
"481","Oregon",2000,2.55,350.7,5.1,NA,NA,NA,NA,NA,NA,1
"482","Oregon",2001,2.41,306.6,6.4,-0.14,-44.1,1.3,350.7,5.1,2.55,2
"483","Oregon",2002,2.46,292.5,7.5,0.05,-14.1,1.1,306.6,6.4,2.41,3
"484","Oregon",2003,2.56,294.8,8.1,0.1,2.3,0.6,292.5,7.5,2.46,4
"485","Oregon",2004,2.66,298.6,7.3,0.1,3.8,-0.8,294.8,8.1,2.56,5
"486","Oregon",2005,2.57,287,6.2,-0.09,-11.6,-1.1,298.6,7.3,2.66,6
"487","Oregon",2006,2.28,284.6,5.3,-0.29,-2.4,-0.9,287,6.2,2.57,7
"488","Oregon",2007,1.91,293.9,5.2,-0.37,9.3,-0.1,284.6,5.3,2.28,8
"489","Oregon",2008,1.76,261.4,6.5,-0.15,-32.5,1.3,293.9,5.2,1.91,9
"490","Oregon",2009,1.48,260.6,11.3,-0.28,-0.8,4.8,261.4,6.5,1.76,10
"491","Oregon",2010,1.48,251.4,10.6,0,-9.2,-0.7,260.6,11.3,1.48,11
"492","Oregon",2011,1.38,249.3,9.5,-0.1,-2.1,-1.1,251.4,10.6,1.48,12
"493","Oregon",2012,1.33,247.1,8.8,-0.05,-2.2,-0.7,249.3,9.5,1.38,13
"494","Oregon",2013,1.17,242.8,7.9,-0.16,-4.3,-0.9,247.1,8.8,1.33,14
"495","Oregon",2014,0.97,232.3,6.8,-0.2,-10.5,-1.1,242.8,7.9,1.17,15
"496","Pennsylvania",2000,3.03,420,4.1,NA,NA,NA,NA,NA,NA,1
"497","Pennsylvania",2001,3.21,409.9,4.8,0.18,-10.1,0.7,420,4.1,3.03,2
"498","Pennsylvania",2002,3.17,402.1,5.6,-0.04,-7.8,0.8,409.9,4.8,3.21,3
"499","Pennsylvania",2003,3.53,397.8,5.7,0.36,-4.3,0.1,402.1,5.6,3.17,4
"500","Pennsylvania",2004,3.45,411.5,5.4,-0.08,13.7,-0.3,397.8,5.7,3.53,5
"501","Pennsylvania",2005,3.24,425,5,-0.21,13.5,-0.4,411.5,5.4,3.45,6
"502","Pennsylvania",2006,4.11,442.3,4.6,0.87,17.3,-0.4,425,5,3.24,7
"503","Pennsylvania",2007,2.71,416.7,4.4,-1.4,-25.6,-0.2,442.3,4.6,4.11,8
"504","Pennsylvania",2008,2.57,410,5.3,-0.14,-6.7,0.9,416.7,4.4,2.71,9
"505","Pennsylvania",2009,2.4,382.3,8,-0.17,-27.7,2.7,410,5.3,2.57,10
"506","Pennsylvania",2010,2.5,366.5,8.5,0.1,-15.8,0.5,382.3,8,2.4,11
"507","Pennsylvania",2011,2.5,362.4,7.9,0,-4.1,-0.6,366.5,8.5,2.5,12
"508","Pennsylvania",2012,2.49,355.5,7.8,-0.01,-6.9,-0.1,362.4,7.9,2.5,13
"509","Pennsylvania",2013,2.36,335.1,7.4,-0.13,-20.4,-0.4,355.5,7.8,2.49,14
"510","Pennsylvania",2014,2.37,314.1,5.9,0.01,-21,-1.5,335.1,7.4,2.36,15
"511","Rhode Island",2000,NA,297.7,4.1,NA,NA,NA,NA,NA,NA,1
"512","Rhode Island",2001,1.27,309.3,4.6,NA,11.6,0.5,297.7,4.1,NA,2
"513","Rhode Island",2002,NA,285.6,5,NA,-23.7,0.4,309.3,4.6,1.27,3
"514","Rhode Island",2003,NA,285.7,5.3,NA,0.1,0.3,285.6,5,NA,4
"515","Rhode Island",2004,NA,247.5,5.2,NA,-38.2,-0.1,285.7,5.3,NA,5
"516","Rhode Island",2005,NA,252,5,NA,4.5,-0.2,247.5,5.2,NA,6
"517","Rhode Island",2006,NA,230.4,4.9,NA,-21.6,-0.1,252,5,NA,7
"518","Rhode Island",2007,2.25,229.1,5.2,NA,-1.3,0.3,230.4,4.9,NA,8
"519","Rhode Island",2008,2.31,252.8,7.8,0.06,23.7,2.6,229.1,5.2,2.25,9
"520","Rhode Island",2009,2.38,254.3,11,0.07,1.5,3.2,252.8,7.8,2.31,10
"521","Rhode Island",2010,2.68,257.4,11.2,0.3,3.1,0.2,254.3,11,2.38,11
"522","Rhode Island",2011,2.97,246.1,11,0.29,-11.3,-0.2,257.4,11.2,2.68,12
"523","Rhode Island",2012,2.4,253,10.4,-0.57,6.9,-0.6,246.1,11,2.97,13
"524","Rhode Island",2013,2.86,257.3,9.3,0.46,4.3,-1.1,253,10.4,2.4,14
"525","Rhode Island",2014,2.68,219.2,7.7,-0.18,-38.1,-1.6,257.3,9.3,2.86,15
"526","South Carolina",2000,NA,828.1,3.8,NA,NA,NA,NA,NA,NA,1
"527","South Carolina",2001,NA,815.2,5.2,NA,-12.9,1.4,828.1,3.8,NA,2
"528","South Carolina",2002,NA,822.7,5.8,NA,7.5,0.6,815.2,5.2,NA,3
"529","South Carolina",2003,NA,806.4,6.9,NA,-16.3,1.1,822.7,5.8,NA,4
"530","South Carolina",2004,NA,789.9,6.8,NA,-16.5,-0.1,806.4,6.9,NA,5
"531","South Carolina",2005,NA,767,6.7,NA,-22.9,-0.1,789.9,6.8,NA,6
"532","South Carolina",2006,NA,771.1,6.4,NA,4.1,-0.3,767,6.7,NA,7
"533","South Carolina",2007,NA,785.7,5.7,NA,14.6,-0.7,771.1,6.4,NA,8
"534","South Carolina",2008,NA,731,6.8,NA,-54.7,1.1,785.7,5.7,NA,9
"535","South Carolina",2009,2.34,675.2,11.2,NA,-55.8,4.4,731,6.8,NA,10
"536","South Carolina",2010,4.3,602.2,11.2,1.96,-73,0,675.2,11.2,2.34,11
"537","South Carolina",2011,4.14,596.9,10.6,-0.16,-5.3,-0.6,602.2,11.2,4.3,12
"538","South Carolina",2012,4.15,560.5,9.2,0.01,-36.4,-1.4,596.9,10.6,4.14,13
"539","South Carolina",2013,3.97,508.5,7.6,-0.18,-52,-1.6,560.5,9.2,4.15,14
"540","South Carolina",2014,3.46,497.7,6.5,-0.51,-10.8,-1.1,508.5,7.6,3.97,15
"541","Tennessee",2000,1.85,707.2,3.9,NA,NA,NA,NA,NA,NA,1
"542","Tennessee",2001,3.28,744,4.6,1.43,36.8,0.7,707.2,3.9,1.85,2
"543","Tennessee",2002,2.98,717.8,5.2,-0.3,-26.2,0.6,744,4.6,3.28,3
"544","Tennessee",2003,3.54,691.3,5.6,0.56,-26.5,0.4,717.8,5.2,2.98,4
"545","Tennessee",2004,3.57,697.6,5.3,0.03,6.3,-0.3,691.3,5.6,3.54,5
"546","Tennessee",2005,3.8,757,5.6,0.23,59.4,0.3,697.6,5.3,3.57,6
"547","Tennessee",2006,3.78,762.5,5.2,-0.02,5.5,-0.4,757,5.6,3.8,7
"548","Tennessee",2007,3.4,755,4.7,-0.38,-7.5,-0.5,762.5,5.2,3.78,8
"549","Tennessee",2008,3.66,722.7,6.6,0.26,-32.3,1.9,755,4.7,3.4,9
"550","Tennessee",2009,3.67,666,10.5,0.01,-56.7,3.9,722.7,6.6,3.66,10
"551","Tennessee",2010,3.66,612,9.7,-0.01,-54,-0.8,666,10.5,3.67,11
"552","Tennessee",2011,3.79,607.8,9,0.13,-4.2,-0.7,612,9.7,3.66,12
"553","Tennessee",2012,3.8,638.5,7.8,0.01,30.7,-1.2,607.8,9,3.79,13
"554","Tennessee",2013,2.62,585.8,7.8,-1.18,-52.7,0,638.5,7.8,3.8,14
"555","Tennessee",2014,2.77,608.4,6.6,0.15,22.6,-1.2,585.8,7.8,2.62,15
"556","Texas",2000,1.58,545.1,4.3,NA,NA,NA,NA,NA,NA,1
"557","Texas",2001,2.3,571.6,5,0.72,26.5,0.7,545.1,4.3,1.58,2
"558","Texas",2002,2.72,579.7,6.4,0.42,8.1,1.4,571.6,5,2.3,3
"559","Texas",2003,2.85,553.1,6.7,0.13,-26.6,0.3,579.7,6.4,2.72,4
"560","Texas",2004,2.87,540.9,5.9,0.02,-12.2,-0.8,553.1,6.7,2.85,5
"561","Texas",2005,3,528,5.4,0.13,-12.9,-0.5,540.9,5.9,2.87,6
"562","Texas",2006,3.34,517.3,4.9,0.34,-10.7,-0.5,528,5.4,3,7
"563","Texas",2007,3.25,510.4,4.3,-0.09,-6.9,-0.6,517.3,4.9,3.34,8
"564","Texas",2008,2.98,508,4.8,-0.27,-2.4,0.5,510.4,4.3,3.25,9
"565","Texas",2009,2.86,491,7.6,-0.12,-17,2.8,508,4.8,2.98,10
"566","Texas",2010,2.91,448.4,8.1,0.05,-42.6,0.5,491,7.6,2.86,11
"567","Texas",2011,2.8,408.6,7.8,-0.11,-39.8,-0.3,448.4,8.1,2.91,12
"568","Texas",2012,2.84,408.6,6.7,0.04,0,-1.1,408.6,7.8,2.8,13
"569","Texas",2013,2.78,410.3,6.3,-0.06,1.7,-0.4,408.6,6.7,2.84,14
"570","Texas",2014,2.8,405.9,5.1,0.02,-4.4,-1.2,410.3,6.3,2.78,15
"571","Utah",2000,0.35,255.7,3.3,NA,NA,NA,NA,NA,NA,1
"572","Utah",2001,0.99,233.2,4.4,0.64,-22.5,1.1,255.7,3.3,0.35,2
"573","Utah",2002,1.72,236.7,5.8,0.73,3.5,1.4,233.2,4.4,0.99,3
"574","Utah",2003,1.68,250.4,5.6,-0.04,13.7,-0.2,236.7,5.8,1.72,4
"575","Utah",2004,1.48,233.3,5,-0.2,-17.1,-0.6,250.4,5.6,1.68,5
"576","Utah",2005,1.41,225,4.1,-0.07,-8.3,-0.9,233.3,5,1.48,6
"577","Utah",2006,1.25,226.3,3,-0.16,1.3,-1.1,225,4.1,1.41,7
"578","Utah",2007,1.26,239.9,2.6,0.01,13.6,-0.4,226.3,3,1.25,8
"579","Utah",2008,1.2,225.3,3.6,-0.06,-14.6,1,239.9,2.6,1.26,9
"580","Utah",2009,1.21,215.4,7.3,0.01,-9.9,3.7,225.3,3.6,1.2,10
"581","Utah",2010,1.08,213.5,7.8,-0.13,-1.9,0.5,215.4,7.3,1.21,11
"582","Utah",2011,1.13,197.1,6.7,0.05,-16.4,-1.1,213.5,7.8,1.08,12
"583","Utah",2012,1.18,208,5.4,0.05,10.9,-1.3,197.1,6.7,1.13,13
"584","Utah",2013,1.12,228.9,4.6,-0.06,20.9,-0.8,208,5.4,1.18,14
"585","Utah",2014,1.24,215.6,3.8,0.12,-13.3,-0.8,228.9,4.6,1.12,15
"586","Vermont",2000,0,113.5,2.8,NA,NA,NA,NA,NA,NA,1
"587","Vermont",2001,0.07,105.1,3.3,0.07,-8.4,0.5,113.5,2.8,0,2
"588","Vermont",2002,0.03,106.7,4,-0.04,1.6,0.7,105.1,3.3,0.07,3
"589","Vermont",2003,0.08,114.2,4.3,0.05,7.5,0.3,106.7,4,0.03,4
"590","Vermont",2004,0.03,114.8,3.7,-0.05,0.6,-0.6,114.2,4.3,0.08,5
"591","Vermont",2005,0.02,126,3.5,-0.01,11.2,-0.2,114.8,3.7,0.03,6
"592","Vermont",2006,0.21,145.1,3.7,0.19,19.1,0.2,126,3.5,0.02,7
"593","Vermont",2007,0.17,129.1,4,-0.04,-16,0.3,145.1,3.7,0.21,8
"594","Vermont",2008,0.45,137.5,4.7,0.28,8.4,0.7,129.1,4,0.17,9
"595","Vermont",2009,0.45,134.6,6.6,0,-2.9,1.9,137.5,4.7,0.45,10
"596","Vermont",2010,0.13,131,6.1,-0.32,-3.6,-0.5,134.6,6.6,0.45,11
"597","Vermont",2011,0.1,147.6,5.5,-0.03,16.6,-0.6,131,6.1,0.13,12
"598","Vermont",2012,0.02,142.3,5,-0.08,-5.3,-0.5,147.6,5.5,0.1,13
"599","Vermont",2013,0.06,123.6,4.4,0.04,-18.7,-0.6,142.3,5,0.02,14
"600","Vermont",2014,0.14,99.3,3.9,0.08,-24.3,-0.5,123.6,4.4,0.06,15
"601","Virginia",2000,6.17,281.7,2.3,NA,NA,NA,NA,NA,NA,1
"602","Virginia",2001,6.12,291,3.2,-0.05,9.3,0.9,281.7,2.3,6.17,2
"603","Virginia",2002,6.54,291.7,4.2,0.42,0.7,1,291,3.2,6.12,3
"604","Virginia",2003,5.96,278.2,4.1,-0.58,-13.5,-0.1,291.7,4.2,6.54,4
"605","Virginia",2004,6.2,275.5,3.8,0.24,-2.7,-0.3,278.2,4.1,5.96,5
"606","Virginia",2005,5.66,283,3.6,-0.54,7.5,-0.2,275.5,3.8,6.2,6
"607","Virginia",2006,5.49,283.7,3.1,-0.17,0.7,-0.5,283,3.6,5.66,7
"608","Virginia",2007,6.14,272.8,3,0.65,-10.9,-0.1,283.7,3.1,5.49,8
"609","Virginia",2008,6.86,257.8,3.9,0.72,-15,0.9,272.8,3,6.14,9
"610","Virginia",2009,6.09,230.8,6.7,-0.77,-27,2.8,257.8,3.9,6.86,10
"611","Virginia",2010,6.59,214.2,7.1,0.5,-16.6,0.4,230.8,6.7,6.09,11
"612","Virginia",2011,5.77,197.6,6.6,-0.82,-16.6,-0.5,214.2,7.1,6.59,12
